time_s,p_fault,fault_bin
0.2983,1.000000,1
0.3085,1.000000,1
0.3179,1.000000,1
0.3279,1.000000,1
0.3378,1.000000,1
0.3478,1.000000,1
0.3578,1.000000,1
0.3678,1.000000,1
0.3778,1.000000,1
0.3879,1.000000,1
0.3978,1.000000,1
0.4079,1.000000,1
0.4178,1.000000,1
0.4278,1.000000,1
0.4378,1.000000,1
0.4478,1.000000,1
0.4578,1.000000,1
0.4678,1.000000,1
0.4778,1.000000,1
0.4878,1.000000,1
0.4978,1.000000,1
0.5078,1.000000,1
0.5178,1.000000,1
0.5278,1.000000,1
0.5378,1.000000,1
0.5478,1.000000,1
0.5578,1.000000,1
0.5678,1.000000,1
0.5778,1.000000,1
0.5878,1.000000,1
0.5978,1.000000,1
0.6078,1.000000,1
0.6178,1.000000,1
0.6278,1.000000,1
0.6379,1.000000,1
0.6478,1.000000,1
0.6578,1.000000,1
0.6678,1.000000,1
0.6778,1.000000,1
0.6878,1.000000,1
0.6978,1.000000,1
0.7078,1.000000,1
0.7178,1.000000,1
0.7278,1.000000,1
0.7378,1.000000,1
0.7478,1.000000,1
0.7578,1.000000,1
0.7678,1.000000,1
0.7778,1.000000,1
0.7878,1.000000,1
